"음식점및숙박서비스",122.48,122.67,123.26,123.94,124.38,124.37
"음식점및주점",122.64,123.23,123.69,124.27,124.46,124.70
"일반음식점",122.48,122.92,123.33,123.72,123.95,124.08
"기타음식점",129.93,130.56,131.26,131.93,132.08,132.28
"비알콜음료점",106.73,108.26,108.50,110.21,110.25,111.20
"숙박서비스",119.20,112.71,115.72,117.94,122.36,118.25
"숙박",119.20,112.71,115.72,117.94,122.36,118.25
"정보통신및방송서비스",109.15,109.17,109.25,109.19,109.22,109.15
"통신서비스",97.76,97.77,97.75,97.75,97.75,97.75
"유,무선및위성통신서비스",97.42,97.43,97.41,97.41,97.41,97.41
"유선통신서비스",101.48,101.48,101.48,101.48,101.48,101.48
"무선및위성통신서비스",95.43,95.44,95.42,95.42,95.42,95.42
"기타전기통신서비스",99.57,99.57,99.57,99.57,99.57,99.57
"통신재판매및중개서비스",100.00,100.00,100.00,100.00,100.00,100.00
"기타전기통신서비스",99.32,99.32,99.32,99.32,99.32,99.32
"정보서비스",108.14,107.99,108.17,108.03,108.06,107.75
"정보서비스",108.14,107.99,108.17,108.03,108.06,107.75
"정보제공서비스",108.14,107.99,108.17,108.03,108.06,107.75
"소프트웨어개발공급및기타IT서비스",114.86,114.86,114.86,114.86,114.86,114.86
"소프트웨어개발공급",117.97,117.97,117.97,117.97,117.97,117.97
"소프트웨어개발공급",117.97,117.97,117.97,117.97,117.97,117.97
"기타IT서비스",105.10,105.10,105.10,105.10,105.10,105.10
"기타IT서비스",105.10,105.10,105.10,105.10,105.10,105.10
"신문및출판서비스",115.68,116.33,117.37,116.65,117.08,116.49
"신문및출판서비스",115.68,116.33,117.37,116.65,117.08,116.49
"신문및출판",115.68,116.33,117.37,116.65,117.08,116.49
"영상·오디오물제작배급",128.66,128.66,128.66,128.66,128.66,128.66
"영화상영",128.66,128.66,128.66,128.66,128.66,128.66
"영화상영",128.66,128.66,128.66,128.66,128.66,128.66
"금융및보험서비스",97.89,97.50,96.08,95.13,96.17,98.58
"금융서비스",93.74,91.04,91.17,91.06,91.00,91.19
"예금취급기관",81.58,81.58,81.58,81.58,81.58,81.58
"예금취급기관",81.58,81.58,81.58,81.58,81.58,81.58
"기타금융중개기관",96.18,92.94,93.11,92.97,92.90,93.13
"금융투자기관",73.78,72.81,72.90,72.68,72.71,73.31
"기타금융중개기관",105.29,100.96,101.16,101.07,100.95,100.98
"보험서비스",97.29,97.29,97.29,97.11,97.11,97.11
"보험서비스",97.29,97.29,97.29,97.11,97.11,97.11
"비생명보험",97.29,97.29,97.29,97.11,97.11,97.11
"금융및보험보조서비스",108.23,111.33,104.16,100.10,105.27,116.62
"금융및보험보조서비스",108.23,111.33,104.16,100.10,105.27,116.62
"금융및보험보조서비스",108.23,111.33,104.16,100.10,105.27,116.62
"부동산서비스",105.68,105.96,105.91,105.97,106.11,106.28
"주거서비스",104.38,104.45,104.52,104.61,104.66,104.74
"주거서비스",104.38,104.45,104.52,104.61,104.66,104.74
"주거서비스",104.38,104.45,104.52,104.61,104.66,104.74
"기타부동산서비스",106.34,106.75,106.63,106.66,106.86,107.08
"비주거용건물임대및부동산공급",104.36,104.45,104.53,104.57,104.61,104.80
"비주거용건물임대",104.36,104.45,104.53,104.57,104.61,104.80
"부동산관련서비스",109.26,110.43,109.84,109.87,110.45,110.74
"부동산관련서비스",109.26,110.43,109.84,109.87,110.45,110.74
"전문,과학및기술서비스",112.15,112.00,111.84,111.47,111.52,111.51
"사업관련전문서비스",105.68,105.24,104.76,103.92,104.00,104.00
"법무및경영지원서비스",106.30,106.30,106.30,104.65,104.65,104.65
"법무및회계서비스",106.30,106.30,106.30,104.65,104.65,104.65
"광고",104.88,103.70,102.42,102.93,103.15,103.16
"광고",104.88,103.70,102.42,102.93,103.15,103.16
"과학기술및기타전문서비스",117.10,117.14,117.19,117.16,117.17,117.16
"건축·토목관련서비스",134.65,134.75,134.88,134.79,134.82,134.79
"건축·토목관련서비스",134.65,134.75,134.88,134.79,134.82,134.79
"기타과학기술및전문서비스",100.18,100.18,100.18,100.18,100.18,100.18
"과학기술서비스",100.18,100.18,100.18,100.18,100.18,100.18
"사업지원서비스",111.39,111.98,112.20,112.32,112.85,112.91
"장비·용품및지식재산권임대",111.37,112.88,113.45,113.40,113.66,113.85
"장비·용품및지식재산권임대",111.37,112.88,113.45,113.40,113.66,113.85
"장비·용품및지식재산권임대",111.37,112.88,113.45,113.40,113.66,113.85
"사업지원서비스",111.32,111.40,111.43,111.65,112.32,112.32
"사업시설유지관리및조경서비스",109.40,109.57,109.65,110.21,110.68,110.68
"사업시설유지관리및조경서비스",109.40,109.57,109.65,110.21,110.68,110.68
"인력공급및알선",114.80,114.80,114.80,114.80,115.86,115.86
"인력공급및알선",114.80,114.80,114.80,114.80,115.86,115.86
"기타사업지원서비스",104.57,104.57,104.57,104.57,104.57,104.57
"기타사업지원서비스",104.57,104.57,104.57,104.57,104.57,104.57
"교육서비스",110.88,111.02,111.31,111.61,111.70,111.83
"교육서비스",110.88,111.02,111.31,111.61,111.70,111.83
"교육서비스",110.88,111.02,111.31,111.61,111.70,111.83
"교육서비스",110.88,111.02,111.31,111.61,111.70,111.83
"예술,스포츠및여가관련서비스",112.47,111.27,111.44,113.02,113.13,112.49
"문화및여행관련서비스",118.78,110.80,109.89,117.42,117.46,113.35
"문화및여행관련서비스",118.78,110.80,109.89,117.42,117.46,113.35
"여행사및여행보조서비스",118.78,110.80,109.89,117.42,117.46,113.35
"스포츠및오락서비스",110.80,111.08,111.49,111.76,111.88,112.02
"스포츠및오락서비스",110.80,111.08,111.49,111.76,111.88,112.02
"스포츠서비스",109.81,110.03,110.45,110.57,110.56,110.66
"오락서비스",113.45,114.01,114.39,115.15,115.75,115.99
"기타서비스",120.74,121.06,121.47,122.68,122.75,124.41
"자동차·소비용품수리및개인서비스",120.74,121.06,121.47,122.68,122.75,124.41
"자동차및소비용품수리서비스",120.90,121.04,121.39,122.98,123.07,125.83
"자동차수리서비스",119.83,119.98,120.29,120.55,120.66,120.77
"전자통신기기및가정용품수리서비스",123.91,124.01,124.49,130.20,130.25,141.31
"개인서비스",120.42,121.03,121.53,122.15,122.21,122.28
"미용관련서비스",118.93,119.56,120.18,120.47,120.49,120.51
"세탁",129.20,130.74,131.41,133.54,133.72,133.94
"기타개인서비스",119.90,120.25,120.54,121.19,121.27,121.35
